1,INIT,true,0.0,0.101143
1,SHADOW,true,0.0,0.007075
2,SHADOW,true,0.0,0.004293
3,SHADOW,true,0.0,0.008536
1,SHADOW,true,0.0,0.016279
2,SHADOW,true,0.0,0.015354
3,SHADOW,true,0.0,0.010479
1,SHADOW,true,0.0,0.016154
2,SHADOW,true,0.0,0.015522
3,SHADOW,true,0.0,0.016200
1,SHADOW,true,0.0,0.016234
2,SHADOW,true,0.0,0.015272
3,SHADOW,true,0.0,0.010635
1,SHADOW,true,0.0,0.016190
2,SHADOW,true,0.0,0.016073
3,SHADOW,true,0.0,0.011293
1,SHADOW,true,0.0,0.016287
2,SHADOW,true,0.0,0.015080
3,SHADOW,true,0.0,0.011585
1,SHADOW,true,0.0,0.016172
2,SHADOW,true,0.0,0.015076
3,SHADOW,true,0.0,0.011298
1,SHADOW,true,0.0,0.016257
2,SHADOW,true,0.0,0.015236
3,SHADOW,true,0.0,0.016249
1,SHADOW,true,0.0,0.016330
2,SHADOW,true,0.0,0.015002
3,SHADOW,true,0.0,0.011084
1,SHADOW,true,0.0,0.016267
2,SHADOW,true,0.0,0.015124
3,SHADOW,true,0.0,0.010229
3,INIT,true,0.0,0.133465
3,SHADOW,true,0.0,0.011923
3,SHADOW,true,0.0,0.006466
3,SHADOW,true,0.0,0.005650
3,SHADOW,true,0.0,0.016212
3,SHADOW,true,0.0,0.016154
3,SHADOW,true,0.0,0.016320
3,SHADOW,true,0.0,0.016236
3,SHADOW,true,0.0,0.016249
3,SHADOW,true,0.0,0.016267
3,SHADOW,true,0.0,0.016248